Date,Time,Glorefs,RemGrefs,GRratio,PhyRds,Rdratio,Gloupds,RemGupds,Rourefs,RemRrefs,RouLaS,RemRLaS,PhyWrs,WDQsz,WDtmpq,WDphase,WIJwri,RouCMs,Jrnwrts,GblSz,pGblNsz,pGblAsz,ObjSz,pObjNsz,pObjAsz,BDBSz,pBDBNsz,pBDBAsz,ActECP,Addblk,PrgBufL,PrgSrvR,BytSnt,BytRcd,WDpass,IJUcnt,IJULock,PPGrefs,PPGupds
12/16/2023,00:31:13,11969541,0,0,0,0,1737,0,17230,0,0,0,0,1351,1225774,0,0,0,2,70,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1760,0,0,1235,337
12/16/2023,00:31:23,11766405,0,0,0,0,1430,0,13750,0,0,0,0,1615,1225776,0,0,0,1,37,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1760,0,0,1217,332
12/16/2023,00:31:33,11393860,0,0,0,0,6371,0,70382,0,0,0,0,2699,1225773,0,0,0,8,123,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1760,0,0,1684,527
12/16/2023,00:31:43,11897922,0,0,0,0,3371,0,36410,0,0,0,0,3118,1225774,0,0,0,4,53,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1760,0,0,1403,410
12/16/2023,00:31:53,11252712,0,0,0,0,1481,0,14365,0,0,0,0,3492,1225773,0,0,0,1,48,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1760,0,0,1219,332
12/16/2023,00:32:03,11995656,0,0,0,0,1256,0,11814,0,0,0,0,3539,1225772,0,0,0,1,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1760,0,0,1195,322
12/16/2023,00:32:13,11787315,0,0,0,0,4420,0,47913,0,0,0,0,4252,1225773,0,0,0,6,84,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1760,0,0,1499,450
12/16/2023,00:32:23,11781807,0,0,0,0,3027,0,32429,0,0,0,438,960,1225774,0,14,0,3,122,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1761,0,0,1374,398
12/16/2023,00:32:33,11664595,0,0,0,0,2737,0,28729,0,0,0,0,1684,1225773,0,0,0,3,87,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1761,0,0,1331,377
12/16/2023,00:32:43,11982365,0,0,0,0,1826,0,18305,0,0,0,0,2486,1225773,0,0,0,2,92,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1761,0,0,1251,346
12/16/2023,00:32:53,11767197,0,0,0,0,1626,0,16041,0,0,0,0,2864,1225774,0,0,0,1,49,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1761,0,0,1230,335
12/16/2023,00:33:03,11707595,0,0,0,0,4001,0,43329,0,0,0,0,3611,1225774,0,0,0,5,86,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1761,0,0,1462,435
12/16/2023,00:33:13,11481621,0,0,1,928626,5547,0,61353,0,0,0,0,4388,1225774,0,0,0,7,91,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1761,0,0,1608,495
12/16/2023,00:33:23,11924129,0,0,0,0,1611,0,15978,0,0,0,0,4657,1225776,0,0,0,1,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1761,0,0,1237,340
12/16/2023,00:33:33,12009648,0,0,0,0,978,0,8355,0,0,0,0,4775,1225774,0,0,0,1,23,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1761,0,0,1159,305
12/16/2023,00:33:43,11755939,0,0,0,0,2689,0,28234,0,0,0,481,717,1225774,0,15,0,3,88,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1762,0,0,1335,382
12/16/2023,00:33:53,11927357,0,0,0,0,1021,0,9072,0,0,0,0,821,1225774,0,0,0,1,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1762,0,0,1171,310
12/16/2023,00:34:03,11778349,0,0,0,0,3280,0,35082,0,0,0,0,1595,1225774,0,0,0,4,89,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1762,0,0,1393,406
12/16/2023,00:34:13,11972985,0,0,0,0,2305,0,23789,0,0,0,0,2384,1225774,0,0,0,2,90,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1762,0,0,1291,361
12/16/2023,00:34:23,11798930,0,0,0,0,2433,0,25414,0,0,0,0,2802,1225774,0,0,0,3,53,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1762,0,0,1311,371
12/16/2023,00:34:33,12002165,0,0,0,0,1592,0,15369,0,0,0,0,3257,1225775,0,0,0,2,57,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1762,0,0,1224,332
12/16/2023,00:34:43,11993153,0,0,0,0,1391,0,13310,0,0,0,0,3427,1225775,0,0,0,1,28,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1762,0,0,1208,328
12/16/2023,00:34:53,11600887,0,0,0,0,1821,0,18324,0,0,0,0,3779,1225775,0,0,0,2,46,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1762,0,0,1245,341
12/16/2023,00:35:03,11911792,0,0,0,0,1274,0,11261,0,0,0,384,795,1225775,0,12,2,1,101,0,0,5,0,0,6,0,0,0,0,0,0,0,0,1763,0,0,1277,362
12/16/2023,00:35:13,11911224,0,0,0,0,2377,0,24575,0,0,0,0,1596,1225776,0,0,0,3,92,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1763,0,0,1298,363
12/16/2023,00:35:23,12038030,0,0,0,0,1442,0,13750,0,0,0,0,2101,1225775,0,0,0,1,61,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1763,0,0,1212,329
12/16/2023,00:35:33,11757531,0,0,0,0,3747,0,40255,0,0,0,0,2729,1225774,0,0,0,5,76,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1763,0,0,1435,422
12/16/2023,00:35:43,12019740,0,0,0,0,1425,0,13684,0,0,0,0,3178,1225774,0,0,0,1,56,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1763,0,0,1212,329
12/16/2023,00:35:53,12017056,0,0,0,0,1349,0,12849,0,0,0,0,3536,1225774,0,0,0,1,47,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1763,0,0,1199,321
12/16/2023,00:36:03,11848016,0,0,0,0,2106,0,21471,0,0,0,0,4053,1225774,0,0,0,2,63,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1763,0,0,1284,360
12/16/2023,00:36:13,11915184,0,0,0,0,2412,0,24955,0,0,0,0,4352,1225774,0,0,0,3,41,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1763,0,0,1301,365
12/16/2023,00:36:23,11842416,0,0,0,0,2206,0,22759,0,0,0,447,786,1225789,0,14,0,2,102,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1764,0,0,1045,340
12/16/2023,00:36:33,11778510,0,0,0,0,3220,0,35029,0,0,0,0,1645,1225773,0,0,0,4,95,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1764,0,0,1105,293
12/16/2023,00:36:43,12017508,0,0,0,0,1656,0,16492,0,0,0,0,2156,1225772,0,0,0,1,62,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1764,0,0,1235,339
12/16/2023,00:36:53,11985041,0,0,0,0,1587,0,15642,0,0,0,0,2502,1225772,0,0,0,1,45,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1764,0,0,1222,331
12/16/2023,00:37:03,11887982,0,0,0,0,2858,0,30035,0,0,0,0,2973,1225772,0,0,0,3,58,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1764,0,0,1350,388
12/16/2023,00:37:13,11904951,0,0,0,0,2651,0,27735,0,0,0,0,3519,1225771,0,0,0,3,66,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1764,0,0,1329,377
12/16/2023,00:37:23,11947276,0,0,0,0,1625,0,15969,0,0,0,0,3811,1225772,0,0,0,1,41,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1764,0,0,1231,337
12/16/2023,00:37:33,12083625,0,0,0,0,1728,0,16855,0,0,0,0,4240,1225774,0,0,0,2,54,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1764,0,0,1232,335
12/16/2023,00:37:43,11810759,0,0,0,0,2952,0,31352,0,0,0,433,804,1225773,0,14,0,3,102,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1765,0,0,1365,395
12/16/2023,00:37:53,11798443,0,0,0,0,1689,0,16842,0,0,0,0,1253,1225773,0,0,0,2,56,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1765,0,0,1232,335
12/16/2023,00:38:03,11686352,0,0,0,0,3972,0,42948,0,0,0,0,2106,1225774,0,0,0,5,97,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1765,0,0,1459,434
12/16/2023,00:38:13,11239723,0,0,0,0,889,0,7549,0,0,0,0,2218,1225774,0,0,0,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1765,0,0,1158,304
12/16/2023,00:38:23,12102923,0,0,0,0,1858,0,18819,0,0,0,0,2773,1225775,0,0,0,2,66,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1765,0,0,1255,347
12/16/2023,00:38:33,12005765,0,0,0,0,2376,0,24282,0,0,0,0,3423,1225772,0,0,0,3,77,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1765,0,0,1294,362
12/16/2023,00:38:43,11582601,0,0,0,0,4013,0,43555,0,0,0,0,3869,1225772,0,0,0,5,56,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1765,0,0,1468,438
12/16/2023,00:38:53,11767750,0,0,0,0,4466,0,48716,0,0,0,0,4490,1225771,0,0,0,5,75,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1765,0,0,1502,450
12/16/2023,00:39:03,11925695,0,0,0,0,2468,0,25852,0,0,0,455,667,1225773,0,14,0,3,88,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1766,0,0,1314,372
12/16/2023,00:39:13,11779084,0,0,0,0,3524,0,37967,0,0,0,0,1566,1225774,0,0,0,4,102,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1766,0,0,1415,414
12/16/2023,00:39:23,11699986,0,0,0,0,4128,0,45001,0,0,0,0,2257,1225773,0,0,0,5,81,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1766,0,0,1476,441
12/16/2023,00:39:33,11638007,0,0,0,0,4793,0,52470,0,0,0,0,2871,1225771,0,0,0,6,74,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1766,0,0,1532,463
12/16/2023,00:39:43,11567648,0,0,0,0,5849,0,64949,0,0,0,0,3590,1225770,0,0,0,8,89,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1766,0,0,1649,515
12/16/2023,00:39:53,11808163,0,0,0,0,2456,0,25653,0,0,0,0,4027,1225771,0,0,0,3,55,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1766,0,0,1308,368
12/16/2023,00:40:03,11709621,0,0,0,0,2847,0,29777,0,0,0,0,4570,1225771,0,0,2,3,72,0,0,5,0,0,10,0,0,0,0,0,0,0,0,1766,0,0,1427,425
12/16/2023,00:40:13,12084091,0,0,0,0,1796,0,18070,0,0,0,0,4810,1225770,0,0,0,2,35,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1766,0,0,1242,340
12/16/2023,00:40:23,11738141,0,0,0,0,1635,0,16066,0,0,0,482,743,1225771,0,15,0,1,87,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1767,0,0,1237,340
12/16/2023,00:40:33,11712039,0,0,0,0,3083,0,32688,0,0,0,0,1255,1225772,0,0,0,4,62,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1767,0,0,1364,391
12/16/2023,00:40:43,11749982,0,0,0,0,3958,0,42975,0,0,0,0,2030,1225769,0,0,0,5,89,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1767,0,0,1459,434
12/16/2023,00:40:53,11824713,0,0,0,0,3249,0,34693,0,0,0,0,2756,1225769,0,0,0,4,86,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1767,0,0,1389,402
12/16/2023,00:41:03,11746842,0,0,0,0,3251,0,34773,0,0,0,0,3232,1225768,0,0,0,4,59,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1767,0,0,1390,405
12/16/2023,00:41:13,11735664,0,0,0,0,4082,0,44608,0,0,0,0,3627,1225768,0,0,0,5,51,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1767,0,0,1466,435
12/16/2023,00:41:23,11757909,0,0,0,0,3688,0,39872,0,0,0,0,3913,1225770,0,0,0,4,40,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1767,0,0,1438,425
12/16/2023,00:41:33,11709084,0,0,0,0,4225,0,45923,0,0,0,0,4387,1225768,0,0,0,5,60,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1767,0,0,1476,439
12/16/2023,00:41:43,11721082,0,0,0,0,4980,0,55128,0,0,0,446,718,1225768,0,14,0,6,92,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1768,0,0,1561,477
12/16/2023,00:41:53,11219028,0,0,0,0,9121,0,102906,0,0,0,0,1854,1225766,0,0,0,12,127,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1768,0,0,1964,647
12/16/2023,00:42:03,11888066,0,0,0,0,2326,0,24361,0,0,0,0,2288,1225767,0,0,0,2,55,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1768,0,0,1301,367
12/16/2023,00:42:13,11860056,0,0,0,0,3304,0,35594,0,0,0,0,2626,1225764,0,0,0,4,45,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1768,0,0,1390,403
12/16/2023,00:42:23,11259929,0,0,0,0,6796,0,75969,0,0,0,0,3227,1225768,0,0,0,9,74,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1768,0,0,1742,554
12/16/2023,00:42:33,12030103,0,0,0,0,977,0,8416,0,0,0,0,3274,1225766,0,0,0,1,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1768,0,0,1159,305
12/16/2023,00:42:43,11938493,0,0,0,0,1454,0,14217,0,0,0,0,3409,1225765,0,0,0,1,25,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1768,0,0,1215,330
12/16/2023,00:42:53,11995768,0,0,0,0,2079,0,21244,0,0,0,0,3478,1225765,0,0,0,2,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1768,0,0,1275,354
12/16/2023,00:43:03,11717479,0,0,0,0,4026,0,43696,0,0,0,358,952,1225765,0,11,0,5,119,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1769,0,0,1466,437
12/16/2023,00:43:13,12029875,0,0,0,0,1118,0,10017,0,0,0,0,1509,1225766,0,0,0,1,67,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1769,0,0,1176,312
12/16/2023,00:43:23,11875294,0,0,0,0,1111,0,10138,0,0,0,0,2047,1225767,0,0,0,1,65,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1769,0,0,1182,316
12/16/2023,00:43:33,12052130,0,0,0,0,1344,0,12379,0,0,0,0,2714,1225766,0,0,0,1,80,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1769,0,0,1198,322
12/16/2023,00:43:43,12084286,0,0,0,0,1166,0,10759,0,0,0,0,3169,1225766,0,0,0,1,58,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1769,0,0,1188,319
12/16/2023,00:43:53,11949250,0,0,0,0,1116,0,10100,0,0,0,0,3496,1225767,0,0,0,1,44,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1769,0,0,1176,312
12/16/2023,00:44:03,11971591,0,0,0,0,991,0,8633,0,0,0,0,3687,1225769,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1769,0,0,1174,313
12/16/2023,00:44:13,12027036,0,0,0,0,1143,0,10394,0,0,0,0,4012,1225784,0,0,0,1,44,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1769,0,0,1005,305
12/16/2023,00:44:23,11901168,0,0,0,0,929,0,9011,0,0,0,404,679,1225768,0,13,0,1,80,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1770,0,0,817,189
12/16/2023,00:44:33,12122208,0,0,0,0,1161,0,10287,0,0,0,0,1352,1225768,0,0,0,1,79,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1770,0,0,1181,314
12/16/2023,00:44:43,12048984,0,0,0,0,1371,0,13174,0,0,0,0,1976,1225768,0,0,0,1,74,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1770,0,0,1208,328
12/16/2023,00:44:53,12097377,0,0,0,0,1147,0,10513,0,0,0,0,2363,1225767,0,0,0,1,50,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1770,0,0,1178,313
12/16/2023,00:45:03,11962927,0,0,0,0,1607,0,15261,0,0,0,0,3032,1225767,0,0,2,1,79,0,0,5,0,0,6,0,0,0,0,0,0,0,0,1770,0,0,1310,376
12/16/2023,00:45:13,12140307,0,0,0,0,1109,0,10152,0,0,0,0,3341,1225766,0,0,0,1,42,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1770,0,0,1176,312
12/16/2023,00:45:23,12054813,0,0,0,0,1361,0,12822,0,0,0,0,3717,1225768,0,0,0,1,50,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1770,0,0,1205,326
12/16/2023,00:45:33,12077671,0,0,0,0,1231,0,11164,0,0,0,0,4001,1225766,0,0,0,1,40,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1770,0,0,1183,315
12/16/2023,00:45:43,12053618,0,0,0,0,1164,0,10760,0,0,0,408,685,1225767,0,13,0,1,88,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1771,0,0,1193,321
12/16/2023,00:45:53,12036301,0,0,0,0,1180,0,10912,0,0,0,0,1213,1225767,0,0,0,1,64,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1771,0,0,1182,314
12/16/2023,00:46:03,12068481,0,0,0,0,1052,0,9313,0,0,0,0,1750,1225768,0,0,0,1,65,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1771,0,0,1175,314
12/16/2023,00:46:13,12111010,0,0,0,0,1120,0,10135,0,0,0,0,2227,1225769,0,0,0,1,59,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1771,0,0,1181,314
12/16/2023,00:46:23,12054980,0,0,0,0,1248,0,11700,0,0,0,0,2671,1225770,0,0,0,1,56,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1771,0,0,1195,322
12/16/2023,00:46:33,12171612,0,0,0,0,1086,0,9523,0,0,0,0,3049,1225769,0,0,0,1,49,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1771,0,0,1169,309
12/16/2023,00:46:43,12024097,0,0,0,0,1265,0,11667,0,0,0,0,3407,1225769,0,0,0,1,47,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1771,0,0,1200,325
12/16/2023,00:46:53,12123969,0,0,0,0,1180,0,10947,0,0,0,0,3695,1225769,0,0,0,1,39,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1771,0,0,1182,314
12/16/2023,00:47:03,12006087,0,0,0,0,1343,0,12821,0,0,0,374,913,1225763,0,12,0,1,108,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1772,0,0,1205,326
12/16/2023,00:47:13,12093076,0,0,0,0,1300,0,12130,0,0,0,0,1528,1225762,0,0,0,1,72,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1772,0,0,1197,321
12/16/2023,00:47:23,12121972,0,0,0,0,1049,0,9402,0,0,0,0,1959,1225762,0,0,0,1,54,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1772,0,0,1175,314
12/16/2023,00:47:33,11852377,0,0,0,0,1188,0,10672,0,0,0,0,2419,1225764,0,0,0,1,57,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1772,0,0,1179,313
12/16/2023,00:47:43,11990084,0,0,0,0,1294,0,12101,0,0,0,0,2897,1225763,0,0,0,1,59,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1772,0,0,1204,326
12/16/2023,00:47:53,12060248,0,0,0,0,1384,0,13148,0,0,0,0,3440,1225763,0,0,0,1,65,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1772,0,0,1202,323
12/16/2023,00:48:03,12105202,0,0,0,0,1191,0,10859,0,0,0,0,3782,1225764,0,0,0,1,45,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1772,0,0,1189,319
12/16/2023,00:48:13,12043357,0,0,0,0,1070,0,9412,0,0,0,0,4065,1225763,0,0,0,1,39,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1772,0,0,1176,312
12/16/2023,00:48:23,11914437,0,0,0,0,1383,0,13146,0,0,0,417,750,1225764,0,13,0,1,98,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1773,0,0,1208,328
12/16/2023,00:48:33,12118657,0,0,0,0,1340,0,12496,0,0,0,0,1476,1225764,0,0,0,1,84,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1773,0,0,1195,320
12/16/2023,00:48:43,12167696,0,0,0,0,1151,0,10490,0,0,0,0,2013,1225764,0,0,0,1,65,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1773,0,0,1185,318
12/16/2023,00:48:53,11919812,0,0,0,0,1021,0,8992,0,0,0,0,2403,1225764,0,0,0,1,50,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1773,0,0,1171,310
12/16/2023,00:49:03,11812258,0,0,0,0,1249,0,11674,0,0,0,0,2911,1225765,0,0,0,1,61,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1773,0,0,1195,322
12/16/2023,00:49:13,12063779,0,0,0,0,1086,0,9791,0,0,0,0,3164,1225765,0,0,0,1,36,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1773,0,0,1172,310
12/16/2023,00:49:23,11970732,0,0,0,0,1152,0,10559,0,0,0,0,3422,1225766,0,0,0,1,36,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1773,0,0,1190,320
12/16/2023,00:49:33,12001528,0,0,0,0,1256,0,11396,0,0,0,0,3760,1225767,0,0,0,1,45,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1773,0,0,1185,316
12/16/2023,00:49:43,11943214,0,0,0,0,1327,0,12381,0,0,0,382,795,1225766,0,12,0,1,98,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1774,0,0,1202,325
12/16/2023,00:49:53,11951576,0,0,0,0,1152,0,10587,0,0,0,0,1359,1225767,0,0,0,1,67,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1774,0,0,1184,316
12/16/2023,00:50:03,11990262,0,0,0,0,1157,0,10202,0,0,0,0,1886,1225767,0,0,2,1,65,0,0,5,0,0,6,0,0,0,0,0,0,0,0,1774,0,0,1262,355
12/16/2023,00:50:13,12026892,0,0,0,0,1289,0,12116,0,0,0,0,2365,1225768,0,0,0,1,59,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1774,0,0,1192,319
12/16/2023,00:50:23,12070266,0,0,0,0,1060,0,9417,0,0,0,0,2697,1225767,0,0,0,1,44,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1774,0,0,1181,316
12/16/2023,00:50:33,11969023,0,0,0,0,1150,0,10266,0,0,0,0,3018,1225765,0,0,0,1,44,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1774,0,0,1176,312
12/16/2023,00:50:43,11972562,0,0,0,0,1188,0,10840,0,0,0,0,3372,1225765,0,0,0,1,46,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1774,0,0,1189,319
12/16/2023,00:50:53,11639791,0,0,0,0,1056,0,9456,0,0,0,0,3607,1225766,0,0,0,1,34,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1774,0,0,1174,311
12/16/2023,00:51:03,11943197,0,0,0,0,1054,0,9387,0,0,0,364,696,1225764,0,12,0,1,86,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1775,0,0,1175,314
12/16/2023,00:51:13,12134447,0,0,0,0,1279,0,12058,0,0,0,0,1371,1225764,0,0,0,1,78,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1775,0,0,1192,319
12/16/2023,00:51:23,12056277,0,0,0,0,1162,0,10583,0,0,0,0,1836,1225764,0,0,0,1,58,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1775,0,0,1190,320
12/16/2023,00:51:33,12097874,0,0,0,0,1281,0,11791,0,0,0,0,2340,1225765,0,0,0,1,61,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1775,0,0,1189,317
12/16/2023,00:51:43,12152756,0,0,0,0,1249,0,11681,0,0,0,0,2734,1225763,0,0,0,1,50,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1775,0,0,1195,322
12/16/2023,00:51:53,12029080,0,0,0,0,1184,0,10903,0,0,0,0,3155,1225762,0,0,0,1,53,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1775,0,0,1182,314
12/16/2023,00:52:03,11906089,0,0,0,0,1025,0,10223,0,0,0,0,3492,1225762,0,0,0,1,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1775,0,0,658,187
12/16/2023,00:52:13,11943658,0,0,0,0,1147,0,10585,0,0,0,0,3834,1225762,0,0,0,1,45,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1775,0,0,1179,313
12/16/2023,00:52:23,11872359,0,0,0,0,1318,0,12407,0,0,0,394,851,1225763,0,12,0,1,109,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1776,0,0,1202,325
12/16/2023,00:52:33,11914283,0,0,0,0,1288,0,11770,0,0,0,0,1486,1225762,0,0,0,1,75,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1776,0,0,1194,320
12/16/2023,00:52:43,10947941,0,0,0,0,1085,0,10015,0,0,0,0,2061,1225761,0,0,0,1,69,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1776,0,0,1180,316
12/16/2023,00:52:53,10979018,0,0,0,0,1048,0,9373,0,0,0,0,2507,1225761,0,0,0,1,55,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1776,0,0,1169,309
12/16/2023,00:53:03,11487755,0,0,0,0,1150,0,10548,0,0,0,0,2843,1225762,0,0,0,1,45,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1776,0,0,1190,320
12/16/2023,00:53:13,12157602,0,0,0,0,1117,0,10105,0,0,0,0,3271,1225761,0,0,0,1,54,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1776,0,0,1176,312
12/16/2023,00:53:23,11640668,0,0,0,0,1050,0,9303,0,0,0,0,3569,1225763,0,0,0,1,41,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1776,0,0,1175,314
12/16/2023,00:53:33,11411068,0,0,0,0,1161,0,10273,0,0,0,0,3835,1225762,0,0,0,1,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1776,0,0,1181,314
12/16/2023,00:53:43,11878768,0,0,0,0,1458,0,14004,0,0,0,388,1001,1225762,0,12,0,1,118,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1777,0,0,1215,330
12/16/2023,00:53:53,12043505,0,0,0,0,1180,0,10949,0,0,0,0,1634,1225762,0,0,0,1,74,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1777,0,0,1182,314
12/16/2023,00:54:03,12016523,0,0,0,0,1117,0,10161,0,0,0,0,2126,1225761,0,0,0,1,61,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1777,0,0,1182,316
12/16/2023,00:54:13,12093458,0,0,0,0,1159,0,10552,0,0,0,0,2538,1225761,0,0,0,1,52,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1777,0,0,1184,316
12/16/2023,00:54:23,11965061,0,0,0,0,1283,0,11969,0,0,0,0,3019,1225761,0,0,0,1,59,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1777,0,0,1198,323
